時間,里程,南北向,小客車,小貨車,大客車,大貨車,聯結車,速度,顏色
17,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,108,green
17,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,115,green
17,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,115,green
17,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,111,green
17,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,111,green
17,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,108,green
17,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,108,green
17,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,111,green
17,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,111,green
17,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,108,green
17,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,108,green
17,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,108,green
17,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,108,green
17,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,104,green
17,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,104,green
17,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,111,green
17,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,111,green
17,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,115,green
17,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,115,green
17,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,108,green
17,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,108,green
17,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,100,green
17,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,104,green
17,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,100,green
17,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,100,green
17,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,104,green
17,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,104,green
17,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,100,green
17,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,100,green
17,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,82,green
17,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,97,green
17,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,86,green
17,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,86,green
18,5.0,1.0,33.0,3.0,0.0,0.0,0.0,93,green
18,5.0,2.0,24.0,5.0,2.0,0.0,0.0,93,green
18,17.0,1.0,32.0,3.0,0.0,0.0,0.0,97,green
18,17.0,2.0,24.0,6.0,0.0,0.0,0.0,97,green
18,29.0,1.0,38.0,3.0,0.0,1.0,0.0,93,green
18,29.0,2.0,33.0,5.0,1.0,4.0,0.0,93,green
18,61.0,1.0,55.0,8.0,0.0,1.0,3.0,93,green
18,61.0,2.0,46.0,12.0,1.0,3.0,2.0,93,green
18,99.0,1.0,62.0,9.0,2.0,2.0,1.0,97,green
18,99.0,2.0,55.0,18.0,0.0,3.0,0.0,97,green
18,147.0,1.0,56.0,10.0,4.0,0.0,1.0,100,green
18,147.0,2.0,32.0,10.0,0.0,2.0,3.0,100,green
18,153.0,1.0,80.0,13.0,2.0,0.0,2.0,100,green
18,153.0,2.0,55.0,15.0,1.0,3.0,4.0,100,green
18,163.0,2.0,37.0,6.0,0.0,0.0,0.0,100,green
18,174.0,1.0,42.0,4.0,0.0,1.0,0.0,115,green
18,182.0,2.0,52.0,9.0,1.0,2.0,2.0,100,green
18,200.0,1.0,45.0,11.0,0.0,0.0,0.0,104,green
18,206.0,2.0,41.0,6.0,0.0,1.0,0.0,109,green
18,208.0,1.0,55.0,16.0,0.0,0.0,0.0,100,green
18,213.0,1.0,59.0,10.0,1.0,6.0,4.0,100,green
18,233.0,1.0,107.0,12.0,1.0,5.0,3.0,97,green
18,248.0,2.0,125.0,18.0,3.0,6.0,5.0,104,green
18,256.0,1.0,93.0,11.0,0.0,3.0,5.0,97,green
18,264.0,2.0,105.0,14.0,1.0,1.0,4.0,99,green
18,271.0,1.0,75.0,17.0,0.0,0.0,0.0,102,green
18,293.0,1.0,97.0,5.0,5.0,4.0,3.0,99,green
18,293.0,2.0,111.0,11.0,4.0,1.0,3.0,99,green
18,305.0,2.0,77.0,10.0,1.0,0.0,0.0,118,green
18,333.0,1.0,45.0,7.0,0.0,0.0,0.0,104,green
18,334.0,2.0,34.0,8.0,0.0,0.0,0.0,104,green
18,339.0,2.0,178.0,24.0,7.0,2.0,1.0,100,green
18,340.0,1.0,190.0,23.0,11.0,8.0,2.0,100,green
18,376.0,1.0,127.0,13.0,5.0,4.0,1.0,97,green
18,376.0,2.0,129.0,21.0,4.0,2.0,2.0,97,green
18,413.0,1.0,88.0,9.0,2.0,2.0,1.0,100,green
18,413.0,2.0,101.0,13.0,8.0,1.0,1.0,100,green
18,447.0,1.0,95.0,20.0,2.0,1.0,0.0,97,green
18,447.0,2.0,86.0,16.0,0.0,0.0,0.0,97,green
18,467.0,1.0,143.0,20.0,10.0,9.0,7.0,100,green
18,467.0,2.0,109.0,23.0,6.0,4.0,0.0,100,green
18,492.0,1.0,102.0,21.0,9.0,6.0,6.0,100,green
18,492.0,2.0,57.0,9.0,1.0,3.0,1.0,100,green
18,511.0,1.0,151.0,29.0,8.0,8.0,3.0,104,green
18,511.0,2.0,86.0,12.0,1.0,5.0,2.0,104,green
18,532.0,1.0,109.0,14.0,4.0,4.0,2.0,97,green
18,532.0,2.0,83.0,12.0,1.0,3.0,3.0,97,green
18,557.0,1.0,116.0,15.0,5.0,7.0,3.0,100,green
18,557.0,2.0,94.0,12.0,2.0,5.0,5.0,100,green
18,578.0,2.0,76.0,7.0,2.0,5.0,6.0,99,green
18,579.0,1.0,61.0,7.0,0.0,0.0,0.0,100,green
18,579.0,2.0,80.0,11.0,3.0,0.0,0.0,100,green
18,584.0,1.0,107.0,11.0,3.0,9.0,8.0,104,green
18,608.0,1.0,52.0,12.0,1.0,0.0,0.0,109,green
18,610.0,2.0,49.0,11.0,3.0,0.0,0.0,100,green
18,633.0,1.0,75.0,11.0,2.0,4.0,13.0,108,green
18,633.0,2.0,86.0,10.0,2.0,7.0,4.0,108,green
18,664.0,1.0,59.0,12.0,2.0,2.0,12.0,104,green
18,664.0,2.0,68.0,16.0,5.0,9.0,2.0,104,green
18,681.0,1.0,65.0,8.0,1.0,2.0,8.0,104,green
18,681.0,2.0,78.0,16.0,5.0,11.0,2.0,104,green
18,699.0,1.0,75.0,11.0,0.0,3.0,5.0,100,green
18,699.0,2.0,42.0,13.0,3.0,6.0,4.0,100,green
18,750.0,1.0,115.0,19.0,2.0,5.0,5.0,108,green
18,750.0,2.0,96.0,13.0,1.0,4.0,4.0,108,green
18,880.0,1.0,135.0,21.0,4.0,3.0,6.0,100,green
18,880.0,2.0,112.0,14.0,4.0,2.0,7.0,100,green
18,928.0,1.0,134.0,16.0,4.0,8.0,7.0,108,green
18,928.0,2.0,97.0,8.0,4.0,2.0,4.0,108,green
18,950.0,2.0,77.0,7.0,5.0,1.0,5.0,104,green
18,956.0,1.0,94.0,15.0,3.0,6.0,4.0,108,green
18,979.0,1.0,123.0,16.0,3.0,6.0,3.0,104,green
18,980.0,2.0,82.0,9.0,7.0,4.0,7.0,97,green
18,1045.0,1.0,137.0,18.0,5.0,3.0,8.0,104,green
18,1045.0,2.0,75.0,9.0,5.0,3.0,4.0,104,green
18,1123.0,1.0,110.0,26.0,1.0,4.0,3.0,108,green
18,1123.0,2.0,57.0,8.0,3.0,1.0,3.0,108,green
18,1292.0,1.0,113.0,8.0,2.0,2.0,1.0,111,green
18,1292.0,2.0,59.0,9.0,4.0,2.0,2.0,111,green
18,1389.0,1.0,101.0,13.0,2.0,2.0,7.0,104,green
18,1389.0,2.0,71.0,10.0,7.0,3.0,0.0,104,green
18,1465.0,1.0,106.0,14.0,1.0,3.0,0.0,108,green
18,1465.0,2.0,79.0,12.0,5.0,4.0,3.0,108,green
18,1572.0,1.0,80.0,16.0,0.0,2.0,5.0,108,green
18,1572.0,2.0,55.0,8.0,2.0,3.0,3.0,108,green
18,1621.0,1.0,89.0,18.0,1.0,5.0,7.0,108,green
18,1621.0,2.0,63.0,10.0,4.0,1.0,2.0,108,green
18,1664.0,1.0,100.0,14.0,5.0,2.0,7.0,111,green
18,1664.0,2.0,72.0,6.0,7.0,3.0,1.0,111,green
18,1699.0,1.0,105.0,11.0,2.0,8.0,4.0,108,green
18,1699.0,2.0,74.0,11.0,6.0,5.0,2.0,108,green
18,1774.0,1.0,92.0,18.0,5.0,6.0,6.0,108,green
18,1774.0,2.0,65.0,11.0,7.0,4.0,3.0,108,green
18,1802.0,1.0,103.0,21.0,7.0,4.0,4.0,108,green
18,1802.0,2.0,75.0,14.0,0.0,2.0,4.0,108,green
18,1839.0,1.0,101.0,14.0,3.0,6.0,5.0,104,green
18,1839.0,2.0,69.0,8.0,3.0,2.0,2.0,104,green
18,1906.0,1.0,114.0,8.0,1.0,5.0,3.0,108,green
18,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,108,green
18,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,111,green
18,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,111,green
18,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,115,green
18,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,115,green
18,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,111,green
18,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,111,green
18,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,115,green
18,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,115,green
18,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,111,green
18,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,111,green
18,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,108,green
18,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,108,green
18,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,108,green
18,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,108,green
18,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,111,green
18,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,111,green
18,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,108,green
18,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,108,green
18,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,111,green
18,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,111,green
18,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,115,green
18,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,115,green
18,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,111,green
18,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,111,green
18,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,108,green
18,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,108,green
18,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,108,green
18,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,108,green
18,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,113,green
18,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,113,green
18,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,108,green
18,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,108,green
18,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,111,green
18,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,111,green
18,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,111,green
18,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,111,green
18,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,108,green
18,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,108,green
18,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,111,green
18,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,111,green
18,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,109,green
18,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,109,green
18,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,106,green
18,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,106,green
18,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,108,green
18,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,108,green
18,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,108,green
18,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,108,green
18,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,115,green
18,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,115,green
18,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,108,green
18,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,108,green
18,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,104,green
18,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,104,green
18,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,106,green
18,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,104,green
18,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,106,green
18,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,106,green
18,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,102,green
18,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,102,green
18,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,108,green
18,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,108,green
18,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,82,green
18,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,102,green
18,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,0,purple
18,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,0,purple
19,5.0,1.0,33.0,3.0,0.0,0.0,0.0,79,yellow
19,5.0,2.0,24.0,5.0,2.0,0.0,0.0,79,yellow
19,17.0,1.0,32.0,3.0,0.0,0.0,0.0,97,green
19,17.0,2.0,24.0,6.0,0.0,0.0,0.0,97,green
19,29.0,1.0,38.0,3.0,0.0,1.0,0.0,95,green
19,29.0,2.0,33.0,5.0,1.0,4.0,0.0,95,green
19,61.0,1.0,55.0,8.0,0.0,1.0,3.0,99,green
19,61.0,2.0,46.0,12.0,1.0,3.0,2.0,99,green
19,99.0,1.0,62.0,9.0,2.0,2.0,1.0,100,green
19,99.0,2.0,55.0,18.0,0.0,3.0,0.0,100,green
19,147.0,1.0,56.0,10.0,4.0,0.0,1.0,97,green
19,147.0,2.0,32.0,10.0,0.0,2.0,3.0,97,green
19,153.0,1.0,80.0,13.0,2.0,0.0,2.0,97,green
19,153.0,2.0,55.0,15.0,1.0,3.0,4.0,97,green
19,163.0,2.0,37.0,6.0,0.0,0.0,0.0,100,green
19,174.0,1.0,42.0,4.0,0.0,1.0,0.0,111,green
19,182.0,2.0,52.0,9.0,1.0,2.0,2.0,100,green
19,200.0,1.0,45.0,11.0,0.0,0.0,0.0,97,green
19,206.0,2.0,41.0,6.0,0.0,1.0,0.0,100,green
19,208.0,1.0,55.0,16.0,0.0,0.0,0.0,108,green
19,213.0,1.0,59.0,10.0,1.0,6.0,4.0,100,green
19,233.0,1.0,107.0,12.0,1.0,5.0,3.0,93,green
19,248.0,2.0,125.0,18.0,3.0,6.0,5.0,104,green
19,256.0,1.0,93.0,11.0,0.0,3.0,5.0,95,green
19,264.0,2.0,105.0,14.0,1.0,1.0,4.0,104,green
19,271.0,1.0,75.0,17.0,0.0,0.0,0.0,104,green
19,293.0,1.0,97.0,5.0,5.0,4.0,3.0,97,green
19,293.0,2.0,111.0,11.0,4.0,1.0,3.0,97,green
19,305.0,2.0,77.0,10.0,1.0,0.0,0.0,106,green
19,333.0,1.0,45.0,7.0,0.0,0.0,0.0,97,green
19,334.0,2.0,34.0,8.0,0.0,0.0,0.0,104,green
19,339.0,2.0,178.0,24.0,7.0,2.0,1.0,99,green
19,340.0,1.0,190.0,23.0,11.0,8.0,2.0,99,green
19,376.0,1.0,127.0,13.0,5.0,4.0,1.0,100,green
19,376.0,2.0,129.0,21.0,4.0,2.0,2.0,100,green
19,413.0,1.0,88.0,9.0,2.0,2.0,1.0,100,green
19,413.0,2.0,101.0,13.0,8.0,1.0,1.0,100,green
19,447.0,1.0,95.0,20.0,2.0,1.0,0.0,100,green
19,447.0,2.0,86.0,16.0,0.0,0.0,0.0,100,green
19,467.0,1.0,143.0,20.0,10.0,9.0,7.0,97,green
19,467.0,2.0,109.0,23.0,6.0,4.0,0.0,97,green
19,492.0,1.0,102.0,21.0,9.0,6.0,6.0,104,green
19,492.0,2.0,57.0,9.0,1.0,3.0,1.0,104,green
19,511.0,1.0,151.0,29.0,8.0,8.0,3.0,108,green
19,511.0,2.0,86.0,12.0,1.0,5.0,2.0,108,green
19,532.0,1.0,109.0,14.0,4.0,4.0,2.0,100,green
19,532.0,2.0,83.0,12.0,1.0,3.0,3.0,100,green
19,557.0,1.0,116.0,15.0,5.0,7.0,3.0,104,green
19,557.0,2.0,94.0,12.0,2.0,5.0,5.0,104,green
19,578.0,2.0,76.0,7.0,2.0,5.0,6.0,100,green
19,579.0,1.0,61.0,7.0,0.0,0.0,0.0,100,green
19,579.0,2.0,80.0,11.0,3.0,0.0,0.0,100,green
19,584.0,1.0,107.0,11.0,3.0,9.0,8.0,100,green
19,608.0,1.0,52.0,12.0,1.0,0.0,0.0,97,green
19,610.0,2.0,49.0,11.0,3.0,0.0,0.0,104,green
19,633.0,1.0,75.0,11.0,2.0,4.0,13.0,102,green
19,633.0,2.0,86.0,10.0,2.0,7.0,4.0,102,green
19,664.0,1.0,59.0,12.0,2.0,2.0,12.0,108,green
19,664.0,2.0,68.0,16.0,5.0,9.0,2.0,108,green
19,681.0,1.0,65.0,8.0,1.0,2.0,8.0,108,green
19,681.0,2.0,78.0,16.0,5.0,11.0,2.0,108,green
19,699.0,1.0,75.0,11.0,0.0,3.0,5.0,104,green
19,699.0,2.0,42.0,13.0,3.0,6.0,4.0,104,green
19,750.0,1.0,115.0,19.0,2.0,5.0,5.0,108,green
19,750.0,2.0,96.0,13.0,1.0,4.0,4.0,108,green
19,880.0,1.0,135.0,21.0,4.0,3.0,6.0,104,green
19,880.0,2.0,112.0,14.0,4.0,2.0,7.0,104,green
19,928.0,1.0,134.0,16.0,4.0,8.0,7.0,104,green
19,928.0,2.0,97.0,8.0,4.0,2.0,4.0,104,green
19,950.0,2.0,77.0,7.0,5.0,1.0,5.0,104,green
19,956.0,1.0,94.0,15.0,3.0,6.0,4.0,111,green
19,979.0,1.0,123.0,16.0,3.0,6.0,3.0,108,green
19,980.0,2.0,82.0,9.0,7.0,4.0,7.0,100,green
19,1045.0,1.0,137.0,18.0,5.0,3.0,8.0,104,green
19,1045.0,2.0,75.0,9.0,5.0,3.0,4.0,104,green
19,1123.0,1.0,110.0,26.0,1.0,4.0,3.0,111,green
19,1123.0,2.0,57.0,8.0,3.0,1.0,3.0,111,green
19,1292.0,1.0,113.0,8.0,2.0,2.0,1.0,104,green
19,1292.0,2.0,59.0,9.0,4.0,2.0,2.0,104,green
19,1389.0,1.0,101.0,13.0,2.0,2.0,7.0,115,green
19,1389.0,2.0,71.0,10.0,7.0,3.0,0.0,115,green
19,1465.0,1.0,106.0,14.0,1.0,3.0,0.0,111,green
19,1465.0,2.0,79.0,12.0,5.0,4.0,3.0,111,green
19,1572.0,1.0,80.0,16.0,0.0,2.0,5.0,108,green
19,1572.0,2.0,55.0,8.0,2.0,3.0,3.0,108,green
19,1621.0,1.0,89.0,18.0,1.0,5.0,7.0,108,green
19,1621.0,2.0,63.0,10.0,4.0,1.0,2.0,108,green
19,1664.0,1.0,100.0,14.0,5.0,2.0,7.0,111,green
19,1664.0,2.0,72.0,6.0,7.0,3.0,1.0,111,green
19,1699.0,1.0,105.0,11.0,2.0,8.0,4.0,115,green
19,1699.0,2.0,74.0,11.0,6.0,5.0,2.0,115,green
19,1774.0,1.0,92.0,18.0,5.0,6.0,6.0,108,green
19,1774.0,2.0,65.0,11.0,7.0,4.0,3.0,108,green
19,1802.0,1.0,103.0,21.0,7.0,4.0,4.0,113,green
19,1802.0,2.0,75.0,14.0,0.0,2.0,4.0,113,green
19,1839.0,1.0,101.0,14.0,3.0,6.0,5.0,115,green
19,1839.0,2.0,69.0,8.0,3.0,2.0,2.0,115,green
19,1906.0,1.0,114.0,8.0,1.0,5.0,3.0,108,green
19,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,108,green
19,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,111,green
19,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,111,green
19,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,115,green
19,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,115,green
19,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,111,green
19,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,111,green
19,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,111,green
19,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,111,green
19,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,111,green
19,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,111,green
19,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,111,green
19,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,111,green
19,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,111,green
19,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,111,green
19,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,111,green
19,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,111,green
19,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,115,green
19,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,115,green
19,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,111,green
19,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,111,green
19,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,115,green
19,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,115,green
19,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,108,green
19,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,108,green
19,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,111,green
19,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,111,green
19,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,109,green
19,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,109,green
19,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,111,green
19,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,111,green
19,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,111,green
19,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,111,green
19,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,111,green
19,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,111,green
19,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,111,green
19,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,111,green
19,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,113,green
19,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,113,green
19,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,108,green
19,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,108,green
19,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,108,green
19,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,108,green
19,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,106,green
19,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,106,green
19,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,106,green
19,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,106,green
19,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,108,green
19,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,108,green
19,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,111,green
19,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,111,green
19,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,108,green
19,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,108,green
19,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,108,green
19,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,108,green
19,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,108,green
19,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,108,green
19,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,100,green
19,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,100,green
19,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,108,green
19,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,108,green
19,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,104,green
19,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,104,green
19,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,79,yellow
19,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,99,green
19,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,0,purple
19,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,0,purple
20,5.0,1.0,33.0,3.0,0.0,0.0,0.0,90,green
20,5.0,2.0,24.0,5.0,2.0,0.0,0.0,90,green
20,17.0,1.0,32.0,3.0,0.0,0.0,0.0,97,green
20,17.0,2.0,24.0,6.0,0.0,0.0,0.0,97,green
20,29.0,1.0,38.0,3.0,0.0,1.0,0.0,97,green
20,29.0,2.0,33.0,5.0,1.0,4.0,0.0,97,green
20,61.0,1.0,55.0,8.0,0.0,1.0,3.0,95,green
20,61.0,2.0,46.0,12.0,1.0,3.0,2.0,95,green
20,99.0,1.0,62.0,9.0,2.0,2.0,1.0,97,green
20,99.0,2.0,55.0,18.0,0.0,3.0,0.0,97,green
20,147.0,1.0,56.0,10.0,4.0,0.0,1.0,100,green
20,147.0,2.0,32.0,10.0,0.0,2.0,3.0,100,green
20,153.0,1.0,80.0,13.0,2.0,0.0,2.0,97,green
20,153.0,2.0,55.0,15.0,1.0,3.0,4.0,97,green
20,163.0,2.0,37.0,6.0,0.0,0.0,0.0,100,green
20,174.0,1.0,42.0,4.0,0.0,1.0,0.0,115,green
20,182.0,2.0,52.0,9.0,1.0,2.0,2.0,95,green
20,200.0,1.0,45.0,11.0,0.0,0.0,0.0,102,green
20,206.0,2.0,41.0,6.0,0.0,1.0,0.0,99,green
20,208.0,1.0,55.0,16.0,0.0,0.0,0.0,100,green
20,213.0,1.0,59.0,10.0,1.0,6.0,4.0,97,green
20,233.0,1.0,107.0,12.0,1.0,5.0,3.0,99,green
20,248.0,2.0,125.0,18.0,3.0,6.0,5.0,104,green
20,256.0,1.0,93.0,11.0,0.0,3.0,5.0,97,green
20,264.0,2.0,105.0,14.0,1.0,1.0,4.0,104,green
20,271.0,1.0,75.0,17.0,0.0,0.0,0.0,104,green
20,293.0,1.0,97.0,5.0,5.0,4.0,3.0,100,green
20,293.0,2.0,111.0,11.0,4.0,1.0,3.0,100,green
20,305.0,2.0,77.0,10.0,1.0,0.0,0.0,100,green
20,333.0,1.0,45.0,7.0,0.0,0.0,0.0,102,green
20,334.0,2.0,34.0,8.0,0.0,0.0,0.0,97,green
20,339.0,2.0,178.0,24.0,7.0,2.0,1.0,99,green
20,340.0,1.0,190.0,23.0,11.0,8.0,2.0,104,green
20,376.0,1.0,127.0,13.0,5.0,4.0,1.0,97,green
20,376.0,2.0,129.0,21.0,4.0,2.0,2.0,97,green
20,413.0,1.0,88.0,9.0,2.0,2.0,1.0,104,green
20,413.0,2.0,101.0,13.0,8.0,1.0,1.0,104,green
20,447.0,1.0,95.0,20.0,2.0,1.0,0.0,97,green
20,447.0,2.0,86.0,16.0,0.0,0.0,0.0,97,green
20,467.0,1.0,143.0,20.0,10.0,9.0,7.0,106,green
